门架名称,状态,车辆编号,车型,轨迹编号,时间戳
门架10,正常,车005362,客车,3.0,1645693761.0
门架11,正常,车005362,客车,3.0,1645693967.0
门架12,正常,车005362,客车,3.0,1645694267.0
门架13,正常,车005362,客车,3.0,1645694356.0
门架14,正常,车005362,客车,3.0,1645694813.0
门架15,正常,车005362,客车,3.0,1645695512.0
门架4,正常,车005362,客车,4.0,1645778856.0
门架5,正常,车005362,客车,4.0,1645779142.0
门架6,正常,车005362,客车,4.0,1645779293.0
门架7,正常,车005362,客车,4.0,1645779466.0
门架8,正常,车005362,客车,4.0,1645780085.0
门架9,正常,车005362,客车,4.0,1645780407.0
门架10,正常,车005362,客车,4.0,1645780492.0
门架11,正常,车005362,客车,4.0,1645780794.0
门架12,正常,车005362,客车,4.0,1645781095.0
门架13,正常,车005362,客车,4.0,1645781137.0
门架14,正常,车005362,客车,4.0,1645781667.0
门架15,正常,车005362,客车,4.0,1645782223.0
门架8,正常,车005362,客车,5.0,1645844796.0
门架9,正常,车005362,客车,5.0,1645845127.0
门架10,正常,车005362,客车,5.0,1645845225.0
门架11,正常,车005362,客车,5.0,1645845402.0
门架12,正常,车005362,客车,5.0,1645845824.0
门架13,正常,车005362,客车,5.0,1645845868.0
门架14,正常,车005362,客车,5.0,1645846247.0
门架15,正常,车005362,客车,5.0,1645846937.0
门架7,正常,车005362,客车,6.0,1645873042.0
门架8,正常,车005362,客车,6.0,1645873730.0
门架9,正常,车005362,客车,6.0,1645874052.0
门架10,正常,车005362,客车,6.0,1645874141.0
门架11,正常,车005362,客车,6.0,1645874326.0
门架12,正常,车005362,客车,6.0,1645874721.0
门架13,正常,车005362,客车,6.0,1645874765.0
门架14,正常,车005362,客车,6.0,1645875198.0
门架15,正常,车005362,客车,6.0,1645875983.0
门架6,正常,车005362,客车,7.0,1645943041.0
门架7,正常,车005362,客车,7.0,1645943236.0
门架8,正常,车005362,客车,7.0,1645943876.0
门架9,正常,车005362,客车,7.0,1645944196.0
门架10,正常,车005362,客车,7.0,1645944271.0
门架11,正常,车005362,客车,7.0,1645944516.0
门架12,正常,车005362,客车,7.0,1645944839.0
门架13,正常,车005362,客车,7.0,1645944866.0
门架14,正常,车005362,客车,7.0,1645945207.0
门架15,正常,车005362,客车,7.0,1645946028.0
门架3,正常,车005363,客车,1.0,1645525755.0
门架4,正常,车005363,客车,1.0,1645526157.0
门架11,正常,车005364,货车,1.0,1645495637.0
门架11,正常,车005364,货车,2.0,1645835000.0
门架11,正常,车005364,货车,3.0,1645843434.0
门架7,正常,车005365,客车,1.0,1645690275.0
门架8,正常,车005365,客车,1.0,1645690975.0
门架9,正常,车005365,客车,1.0,1645691322.0
门架10,正常,车005365,客车,1.0,1645691406.0
门架4,正常,车005366,客车,1.0,1645578244.0
门架5,正常,车005367,客车,1.0,1645851850.0
门架6,正常,车005367,客车,1.0,1645851955.0
门架7,正常,车005367,客车,1.0,1645852144.0
门架8,正常,车005367,客车,1.0,1645852796.0
门架9,正常,车005367,客车,1.0,1645854696.0
门架10,正常,车005367,客车,1.0,1645854780.0
门架9,正常,车005368,客车,1.0,1645572891.0
门架10,正常,车005368,客车,1.0,1645572965.0
门架11,正常,车005368,客车,1.0,1645573170.0
门架12,正常,车005368,客车,1.0,1645573580.0
门架4,正常,车005369,货车,1.0,1645958345.0
门架5,正常,车005369,货车,1.0,1645958671.0
门架6,正常,车005369,货车,1.0,1645958821.0
门架7,正常,车005369,货车,1.0,1645959025.0
门架8,正常,车005369,货车,1.0,1645959696.0
门架9,正常,车005369,货车,1.0,1645960065.0
门架10,正常,车005369,货车,1.0,1645960162.0
门架11,正常,车005369,货车,1.0,1645960362.0
门架12,正常,车005369,货车,1.0,1645960766.0
门架13,正常,车005369,货车,1.0,1645960915.0
门架14,正常,车005369,货车,1.0,1645961293.0
门架15,正常,车005369,货车,1.0,1645962046.0
门架3,正常,车005370,货车,1.0,1645611755.0
门架4,正常,车005370,货车,1.0,1645612231.0
门架5,正常,车005370,货车,1.0,1645612560.0
门架3,正常,车005370,货车,2.0,1645697721.0
门架4,正常,车005370,货车,2.0,1645698195.0
门架5,正常,车005370,货车,2.0,1645698510.0
门架3,正常,车005370,货车,3.0,1645784522.0
门架4,正常,车005370,货车,3.0,1645785027.0
门架5,正常,车005370,货车,3.0,1645785350.0
门架6,正常,车005370,货车,3.0,1645785516.0
门架3,正常,车005370,货车,4.0,1645864313.0
门架7,正常,车005371,客车,1.0,1645489355.0
门架8,正常,车005371,客车,1.0,1645489955.0
门架9,正常,车005371,客车,1.0,1645490271.0
门架10,正常,车005371,客车,1.0,1645490350.0
门架12,漏过,车005372,客车,1.0,1645952806.0
门架13,漏过,车005372,客车,1.0,1645953228.0
门架5,正常,车005372,客车,1.0,1645950971.0
门架6,正常,车005372,客车,1.0,1645951106.0
门架7,正常,车005372,客车,1.0,1645951336.0
门架8,正常,车005372,客车,1.0,1645951960.0
门架9,正常,车005372,客车,1.0,1645952277.0
门架10,正常,车005372,客车,1.0,1645952373.0
门架11,正常,车005372,客车,1.0,1645952576.0
门架13,正常,车005372,客车,1.0,1645953036.0
门架12,正常,车005372,客车,1.0,1645953089.0
门架14,正常,车005372,客车,1.0,1645953367.0
门架15,正常,车005372,客车,1.0,1645955162.0
门架1,正常,车005373,客车,1.0,1645943901.0
门架2,正常,车005373,客车,1.0,1645945481.0
门架3,正常,车005373,客车,1.0,1645945553.0
门架13,漏过,车005374,客车,1.0,1645667843.0
门架12,正常,车005374,客车,1.0,1645667631.0
门架14,正常,车005374,客车,1.0,1645668055.0
门架15,正常,车005374,客车,1.0,1645668711.0
门架13,正常,车005374,客车,1.0,1645671307.0
门架4,正常,车005374,客车,2.0,1645757385.0
门架5,正常,车005374,客车,2.0,1645757706.0
门架6,正常,车005374,客车,2.0,1645757845.0
门架7,正常,车005374,客车,2.0,1645758056.0
门架8,正常,车005374,客车,2.0,1645758665.0
门架9,正常,车005374,客车,2.0,1645759001.0
门架10,正常,车005374,客车,2.0,1645759081.0
门架11,正常,车005374,客车,2.0,1645759261.0
门架5,正常,车005375,客车,1.0,1645580561.0
门架6,正常,车005375,客车,1.0,1645580666.0
门架7,正常,车005375,客车,1.0,1645580840.0
门架8,正常,车005375,客车,1.0,1645581385.0
门架9,正常,车005375,客车,1.0,1645581662.0
门架10,正常,车005375,客车,1.0,1645581741.0
门架4,正常,车005376,客车,1.0,1645493584.0
门架5,正常,车005376,客车,1.0,1645493856.0
门架6,正常,车005376,客车,1.0,1645493965.0
门架7,正常,车005376,客车,1.0,1645494161.0
门架8,正常,车005376,客车,1.0,1645494792.0
门架9,正常,车005376,客车,1.0,1645495116.0
门架10,正常,车005376,客车,1.0,1645495196.0
门架4,正常,车005377,货车,1.0,1645852700.0
门架5,正常,车005377,货车,1.0,1645853065.0
门架6,正常,车005377,货车,1.0,1645853220.0
门架7,正常,车005377,货车,1.0,1645853465.0
门架8,正常,车005377,货车,1.0,1645854241.0
门架9,正常,车005377,货车,1.0,1645854652.0
门架10,正常,车005377,货车,1.0,1645854741.0
门架11,正常,车005377,货车,1.0,1645855151.0
门架12,正常,车005377,货车,1.0,1645855411.0
门架13,正常,车005377,货车,1.0,1645855671.0
门架14,正常,车005377,货车,1.0,1645855931.0
门架15,正常,车005377,货车,1.0,1645856897.0
门架7,正常,车005378,客车,1.0,1645947085.0
门架7,正常,车005379,客车,1.0,1645516376.0
门架8,正常,车005379,客车,1.0,1645517083.0
门架9,正常,车005379,客车,1.0,1645517452.0
门架10,正常,车005379,客车,1.0,1645517542.0
门架4,正常,车005380,货车,1.0,1645934065.0
门架5,正常,车005380,货车,1.0,1645934396.0
门架6,正常,车005380,货车,1.0,1645934531.0
门架7,正常,车005380,货车,1.0,1645934746.0
门架8,正常,车005380,货车,1.0,1645935421.0
门架9,正常,车005380,货车,1.0,1645935766.0
门架10,正常,车005380,货车,1.0,1645935865.0
门架5,正常,车005381,客车,1.0,1645485315.0
门架6,正常,车005381,客车,1.0,1645485450.0
门架7,正常,车005381,客车,1.0,1645485640.0
门架8,正常,车005381,客车,1.0,1645486245.0
门架9,正常,车005381,客车,1.0,1645486575.0
门架10,正常,车005381,客车,1.0,1645486661.0
门架11,正常,车005381,客车,1.0,1645486840.0
门架12,正常,车005381,客车,1.0,1645487205.0
门架13,正常,车005381,客车,1.0,1645487305.0
门架14,正常,车005381,客车,1.0,1645487661.0
门架7,正常,车005382,客车,1.0,1645685755.0
门架8,正常,车005382,客车,1.0,1645686405.0
门架9,正常,车005382,客车,1.0,1645686771.0
门架10,正常,车005382,客车,1.0,1645686852.0
门架2,正常,车005383,客车,1.0,1645700630.0
门架3,正常,车005383,客车,1.0,1645700705.0
门架7,正常,车005384,货车,1.0,1645544690.0
门架8,正常,车005384,货车,1.0,1645545725.0
门架9,正常,车005384,货车,1.0,1645546245.0
门架10,正常,车005384,货车,1.0,1645546390.0
门架7,正常,车005384,货车,2.0,1645618845.0
门架8,正常,车005384,货车,2.0,1645619770.0
门架9,正常,车005384,货车,2.0,1645620250.0
门架10,正常,车005384,货车,2.0,1645620377.0
门架7,正常,车005384,货车,3.0,1645779744.0
门架8,正常,车005384,货车,3.0,1645780941.0
门架9,正常,车005384,货车,3.0,1645781454.0
门架10,正常,车005384,货车,3.0,1645781582.0
门架5,正常,车005385,客车,1.0,1645570295.0
门架6,正常,车005385,客车,1.0,1645570410.0
门架7,正常,车005385,客车,1.0,1645570589.0
门架8,正常,车005385,客车,1.0,1645571175.0
门架9,正常,车005385,客车,1.0,1645572035.0
门架10,正常,车005385,客车,1.0,1645572110.0
门架14,正常,车005386,货车,1.0,1645517365.0
门架15,正常,车005386,货车,1.0,1645518451.0
门架14,正常,车005386,货车,2.0,1645610420.0
门架15,正常,车005386,货车,2.0,1645611411.0
门架6,漏过,车005386,货车,3.0,1645784680.5
门架7,漏过,车005386,货车,3.0,1645784680.5
门架10,漏过,车005386,货车,3.0,1645785886.0
门架4,正常,车005386,货车,3.0,1645782845.0
门架5,正常,车005386,货车,3.0,1645784131.0
门架8,正常,车005386,货车,3.0,1645785230.0
门架9,正常,车005386,货车,3.0,1645785641.0
门架11,正常,车005386,货车,3.0,1645786131.0
门架12,正常,车005386,货车,3.0,1645786451.0
门架7,正常,车005387,货车,1.0,1645784706.0
门架8,正常,车005387,货车,1.0,1645785465.0
门架9,正常,车005387,货车,1.0,1645785866.0
门架10,正常,车005387,货车,1.0,1645785970.0
门架11,正常,车005387,货车,1.0,1645786191.0
门架12,正常,车005387,货车,1.0,1645786703.0
门架13,正常,车005387,货车,1.0,1645786795.0
门架14,正常,车005387,货车,1.0,1645787216.0
门架15,正常,车005387,货车,1.0,1645788196.0
门架1,正常,车005388,客车,1.0,1645500512.0
门架2,正常,车005388,客车,1.0,1645501855.0
门架3,正常,车005388,客车,1.0,1645501922.0
门架7,正常,车005388,客车,2.0,1645681800.0
门架8,正常,车005388,客车,2.0,1645682426.0
门架9,正常,车005388,客车,2.0,1645682741.0
门架1,正常,车005388,客车,3.0,1645771570.0
门架2,正常,车005388,客车,3.0,1645773006.0
门架3,正常,车005388,客车,3.0,1645773066.0
门架1,正常,车005388,客车,4.0,1645962195.0
门架2,正常,车005388,客车,4.0,1645963565.0
门架3,正常,车005388,客车,4.0,1645963630.0
门架6,正常,车005389,货车,1.0,1645771552.0
门架7,正常,车005389,货车,1.0,1645771813.0
门架8,正常,车005389,货车,1.0,1645772616.0
门架9,正常,车005389,货车,1.0,1645773016.0
门架10,正常,车005389,货车,1.0,1645773125.0
门架11,正常,车005389,货车,1.0,1645773381.0
门架12,正常,车005389,货车,1.0,1645773845.0
门架13,正常,车005389,货车,1.0,1645773950.0
门架14,正常,车005389,货车,1.0,1645774537.0
门架15,正常,车005389,货车,1.0,1645775713.0
门架4,正常,车005389,货车,2.0,1645854520.0
门架5,正常,车005389,货车,2.0,1645854946.0
门架6,正常,车005389,货车,2.0,1645855125.0
门架7,正常,车005389,货车,2.0,1645855456.0
门架8,正常,车005389,货车,2.0,1645856732.0
门架9,正常,车005389,货车,2.0,1645857556.0
门架10,正常,车005389,货车,2.0,1645857665.0
门架11,正常,车005389,货车,2.0,1645858146.0
门架12,正常,车005389,货车,2.0,1645858471.0
门架13,正常,车005389,货车,2.0,1645858648.0
门架14,正常,车005389,货车,2.0,1645859066.0
门架15,正常,车005389,货车,2.0,1645860106.0
门架7,正常,车005390,客车,1.0,1645487035.0
门架8,正常,车005390,客车,1.0,1645487590.0
门架9,正常,车005390,客车,1.0,1645487885.0
门架10,正常,车005390,客车,1.0,1645487955.0
门架11,正常,车005390,客车,1.0,1645488120.0
门架12,正常,车005390,客车,1.0,1645488468.0
门架13,正常,车005390,客车,1.0,1645488515.0
门架14,正常,车005390,客车,1.0,1645488811.0
门架15,正常,车005390,客车,1.0,1645489476.0
门架7,正常,车005390,客车,2.0,1645575495.0
门架8,正常,车005390,客车,2.0,1645576045.0
门架9,正常,车005390,客车,2.0,1645576350.0
门架10,正常,车005390,客车,2.0,1645576430.0
门架4,正常,车005391,货车,1.0,1645463079.0
门架5,正常,车005391,货车,1.0,1645463450.0
门架6,正常,车005391,货车,1.0,1645463609.0
门架7,正常,车005391,货车,1.0,1645463849.0
门架8,正常,车005391,货车,1.0,1645464625.0
门架9,正常,车005391,货车,1.0,1645465009.0
门架10,正常,车005391,货车,1.0,1645465090.0
门架11,正常,车005391,货车,1.0,1645465350.0
门架12,正常,车005391,货车,1.0,1645465794.0
门架13,正常,车005391,货车,1.0,1645465900.0
门架14,正常,车005391,货车,1.0,1645466315.0
门架15,正常,车005391,货车,1.0,1645467545.0
门架6,漏过,车005391,货车,2.0,1645726687.0
门架4,正常,车005391,货车,2.0,1645726189.0
门架5,正常,车005391,货车,2.0,1645726514.0
门架7,正常,车005391,货车,2.0,1645726860.0
门架8,正常,车005391,货车,2.0,1645727574.0
门架9,正常,车005391,货车,2.0,1645727960.0
门架10,正常,车005391,货车,2.0,1645728059.0
门架11,正常,车005391,货车,2.0,1645728269.0
门架12,正常,车005391,货车,2.0,1645728685.0
门架13,正常,车005391,货车,2.0,1645728794.0
门架14,正常,车005391,货车,2.0,1645729180.0
门架15,正常,车005391,货车,2.0,1645730500.0
门架6,漏过,车005391,货车,3.0,1645905615.0
门架4,正常,车005391,货车,3.0,1645905120.0
门架5,正常,车005391,货车,3.0,1645905440.0
门架7,正常,车005391,货车,3.0,1645905790.0
门架8,正常,车005391,货车,3.0,1645906480.0
门架9,正常,车005391,货车,3.0,1645906855.0
门架10,正常,车005391,货车,3.0,1645906945.0
门架11,正常,车005391,货车,3.0,1645907150.0
门架12,正常,车005391,货车,3.0,1645907565.0
门架13,正常,车005391,货车,3.0,1645907655.0
门架14,正常,车005391,货车,3.0,1645908020.0
门架15,正常,车005391,货车,3.0,1645909005.0
门架7,正常,车005392,货车,1.0,1645581395.0
门架8,正常,车005392,货车,1.0,1645582371.0
门架9,正常,车005392,货车,1.0,1645582900.0
门架10,正常,车005392,货车,1.0,1645583031.0
门架7,正常,车005392,货车,3.0,1645754974.0
门架8,正常,车005392,货车,3.0,1645756015.0
门架9,正常,车005392,货车,3.0,1645756588.0
门架10,正常,车005392,货车,3.0,1645756725.0
门架6,正常,车005392,货车,4.0,1645781085.0
门架7,正常,车005392,货车,5.0,1645941645.0
门架8,正常,车005392,货车,5.0,1645942656.0
门架9,正常,车005392,货车,5.0,1645943201.0
门架10,正常,车005392,货车,5.0,1645943336.0
门架6,正常,车005392,货车,6.0,1645967670.0
门架3,正常,车005393,客车,1.0,1645597732.0
门架4,正常,车005393,客车,1.0,1645598202.0
门架11,正常,车005394,货车,1.0,1645759035.0
门架2,正常,车005394,货车,2.0,1645856150.0
门架3,正常,车005394,货车,2.0,1645856246.0
门架4,正常,车005394,货车,2.0,1645856781.0
门架5,正常,车005394,货车,2.0,1645857166.0
门架6,正常,车005394,货车,2.0,1645857329.0
门架7,正常,车005394,货车,2.0,1645857561.0
门架8,正常,车005394,货车,2.0,1645858371.0
门架9,正常,车005394,货车,2.0,1645858796.0
门架10,正常,车005394,货车,2.0,1645858905.0
门架11,正常,车005394,货车,2.0,1645859130.0
门架7,正常,车005395,客车,1.0,1645662586.0
门架8,正常,车005395,客车,1.0,1645663250.0
门架9,正常,车005395,客车,1.0,1645663586.0
门架7,正常,车005395,客车,3.0,1645835365.0
门架8,正常,车005395,客车,3.0,1645836095.0
门架9,正常,车005395,客车,3.0,1645836475.0
门架7,正常,车005395,客车,4.0,1645925765.0
门架8,正常,车005395,客车,4.0,1645926545.0
门架9,正常,车005395,客车,4.0,1645926922.0
门架14,漏过,车005396,货车,1.0,1645503935.5
门架4,正常,车005396,货车,1.0,1645499670.0
门架5,正常,车005396,货车,1.0,1645500065.0
门架6,正常,车005396,货车,1.0,1645500245.0
门架7,正常,车005396,货车,1.0,1645500560.0
门架8,正常,车005396,货车,1.0,1645501641.0
门架9,正常,车005396,货车,1.0,1645502155.0
门架10,正常,车005396,货车,1.0,1645502271.0
门架11,正常,车005396,货车,1.0,1645502536.0
门架12,正常,车005396,货车,1.0,1645503014.0
门架13,正常,车005396,货车,1.0,1645503141.0
门架15,正常,车005396,货车,1.0,1645504730.0
门架10,正常,车005396,货车,2.0,1645786495.0
门架11,正常,车005396,货车,2.0,1645786833.0
门架12,正常,车005396,货车,2.0,1645787351.0
门架13,正常,车005396,货车,2.0,1645787531.0
门架14,正常,车005396,货车,2.0,1645788011.0
门架15,正常,车005396,货车,2.0,1645789470.0
门架1,正常,车005397,客车,1.0,1645755211.0
门架2,正常,车005397,客车,1.0,1645756861.0
门架4,正常,车005398,客车,1.0,1645612215.0
门架3,正常,车005398,客车,3.0,1645781016.0
门架4,正常,车005398,客车,3.0,1645781442.0
门架7,正常,车005399,客车,1.0,1645848151.0
门架8,正常,车005399,客车,1.0,1645849005.0
门架9,正常,车005399,客车,1.0,1645849456.0
门架10,正常,车005399,客车,1.0,1645849571.0
门架11,正常,车005399,客车,1.0,1645849891.0
门架12,正常,车005399,客车,1.0,1645850423.0
门架7,正常,车005401,客车,1.0,1645779141.0
门架8,正常,车005401,客车,1.0,1645779808.0
门架9,正常,车005401,客车,1.0,1645780685.0
门架10,正常,车005401,客车,1.0,1645780764.0
门架11,正常,车005401,客车,1.0,1645781038.0
门架12,正常,车005401,客车,1.0,1645781363.0
门架13,正常,车005401,客车,1.0,1645781392.0
门架14,正常,车005401,客车,1.0,1645781716.0
门架15,正常,车005401,客车,1.0,1645782514.0
门架4,正常,车005402,客车,2.0,1645623765.0
门架2,漏过,车005403,客车,1.0,1645667850.5
门架1,正常,车005403,客车,1.0,1645666985.0
门架3,正常,车005403,客车,1.0,1645668716.0
门架2,正常,车005403,客车,1.0,1645669837.0
门架2,正常,车005404,客车,1.0,1645603130.0
门架3,正常,车005404,客车,1.0,1645603196.0
门架2,正常,车005404,客车,2.0,1645940805.0
门架3,正常,车005404,客车,2.0,1645940881.0
门架3,正常,车005405,客车,1.0,1645955046.0
门架1,正常,车005406,客车,1.0,1645598092.0
门架2,正常,车005406,客车,1.0,1645599975.0
门架3,正常,车005406,客车,1.0,1645600050.0
门架4,正常,车005406,客车,1.0,1645600555.0
门架5,正常,车005406,客车,1.0,1645600871.0
门架7,正常,车005406,客车,2.0,1645663705.0
门架8,正常,车005406,客车,2.0,1645664395.0
门架9,正常,车005406,客车,2.0,1645664741.0
门架10,正常,车005406,客车,2.0,1645664826.0
门架11,正常,车005406,客车,3.0,1645766546.0
门架2,正常,车005407,货车,3.0,1645715220.0
门架3,正常,车005407,货车,3.0,1645715314.0
门架4,正常,车005407,货车,3.0,1645715870.0
门架5,正常,车005407,货车,3.0,1645716340.0
门架8,正常,车005408,客车,1.0,1645937660.0
门架9,正常,车005408,客车,1.0,1645937966.0
门架10,正常,车005408,客车,1.0,1645938046.0
门架11,正常,车005408,客车,1.0,1645938215.0
门架7,正常,车005409,货车,1.0,1645518005.0
门架8,正常,车005409,货车,1.0,1645518901.0
门架9,正常,车005409,货车,1.0,1645519321.0
门架10,正常,车005409,货车,1.0,1645519431.0
门架7,正常,车005409,货车,2.0,1645866776.0
门架8,正常,车005409,货车,2.0,1645867834.0
门架9,正常,车005409,货车,2.0,1645868156.0
门架10,正常,车005409,货车,2.0,1645868193.0
门架7,正常,车005410,客车,1.0,1645597681.0
门架8,正常,车005410,客车,1.0,1645598336.0
门架9,正常,车005410,客车,1.0,1645598675.0
门架10,正常,车005410,客车,1.0,1645598771.0
门架7,正常,车005411,客车,1.0,1645703255.0
门架8,正常,车005411,客车,1.0,1645703850.0
门架9,正常,车005411,客车,1.0,1645704166.0
门架10,正常,车005411,客车,1.0,1645704249.0
门架11,正常,车005411,客车,1.0,1645704541.0
门架12,正常,车005411,客车,1.0,1645704815.0
门架13,正常,车005411,客车,1.0,1645704955.0
门架14,正常,车005411,客车,1.0,1645705210.0
门架15,正常,车005411,客车,1.0,1645707845.0
门架7,正常,车005412,客车,1.0,1645497641.0
门架8,正常,车005412,客车,1.0,1645498298.0
门架9,正常,车005412,客车,1.0,1645498626.0
门架10,正常,车005412,客车,1.0,1645498705.0
门架11,正常,车005412,客车,1.0,1645498947.0
门架12,正常,车005412,客车,1.0,1645499472.0
门架13,正常,车005412,客车,1.0,1645499482.0
门架14,正常,车005412,客车,1.0,1645499776.0
门架15,正常,车005412,客车,1.0,1645500501.0
门架7,正常,车005413,货车,1.0,1645500084.0
门架8,正常,车005413,货车,1.0,1645500971.0
门架9,正常,车005413,货车,1.0,1645501426.0
门架10,正常,车005413,货车,1.0,1645501540.0
门架4,正常,车005414,货车,1.0,1645523386.0
门架4,正常,车005414,货车,2.0,1645800565.0
门架4,正常,车005414,货车,3.0,1645955705.0
门架4,正常,车005415,客车,1.0,1645687300.0
门架5,正常,车005415,客车,1.0,1645687575.0
门架7,正常,车005416,客车,1.0,1645521761.0
门架8,正常,车005416,客车,1.0,1645522410.0
门架9,正常,车005416,客车,1.0,1645522762.0
门架10,正常,车005416,客车,1.0,1645522841.0
门架10,正常,车005418,客车,1.0,1645584816.0
门架6,正常,车005419,客车,1.0,1645513046.0
门架7,正常,车005419,客车,1.0,1645513279.0
门架8,正常,车005419,客车,1.0,1645514001.0
门架9,正常,车005419,客车,1.0,1645514356.0
门架10,正常,车005419,客车,1.0,1645514440.0
门架12,正常,车005420,货车,1.0,1645670211.0
门架13,正常,车005420,货车,1.0,1645670340.0
门架14,正常,车005420,货车,1.0,1645670851.0
门架15,正常,车005420,货车,1.0,1645671748.0
门架6,漏过,车005421,货车,1.0,1645748103.0
门架2,正常,车005421,货车,1.0,1645746866.0
门架3,正常,车005421,货车,1.0,1645746962.0
门架4,正常,车005421,货车,1.0,1645747511.0
门架5,正常,车005421,货车,1.0,1645747891.0
门架7,正常,车005421,货车,1.0,1645748315.0
门架8,正常,车005421,货车,1.0,1645749140.0
门架9,正常,车005421,货车,1.0,1645750230.0
门架10,正常,车005421,货车,1.0,1645750321.0
门架11,正常,车005421,货车,1.0,1645750625.0
门架12,正常,车005421,货车,1.0,1645751096.0
门架4,正常,车005421,货车,2.0,1645849751.0
门架5,正常,车005421,货车,2.0,1645850085.0
门架6,正常,车005421,货车,2.0,1645850231.0
门架7,正常,车005421,货车,2.0,1645850466.0
门架8,正常,车005421,货车,2.0,1645851286.0
门架4,正常,车005422,货车,1.0,1645633735.0
门架5,正常,车005422,货车,2.0,1645671718.0
门架4,正常,车005422,货车,3.0,1645877492.0
门架7,正常,车005423,客车,1.0,1645605385.0
门架8,正常,车005423,客车,1.0,1645605965.0
门架9,正常,车005423,客车,1.0,1645606280.0
门架10,正常,车005423,客车,1.0,1645606355.0
门架11,正常,车005423,客车,1.0,1645606575.0
门架8,正常,车005424,客车,1.0,1645944165.0
门架9,正常,车005424,客车,1.0,1645944501.0
门架10,正常,车005424,客车,1.0,1645944585.0
门架11,正常,车005424,客车,1.0,1645944791.0
门架12,正常,车005424,客车,1.0,1645945216.0
门架13,正常,车005424,客车,1.0,1645945232.0
门架14,正常,车005424,客车,1.0,1645945536.0
门架15,正常,车005424,客车,1.0,1645947906.0
门架3,正常,车005425,客车,1.0,1645573330.0
门架3,正常,车005426,客车,1.0,1645513348.0
门架4,正常,车005427,客车,1.0,1645778173.0
门架4,正常,车005427,客车,2.0,1645779564.0
门架5,正常,车005429,客车,1.0,1645857535.0
门架6,正常,车005429,客车,1.0,1645857655.0
门架7,正常,车005429,客车,1.0,1645857840.0
门架8,正常,车005429,客车,1.0,1645858470.0
门架9,正常,车005429,客车,1.0,1645858782.0
门架10,正常,车005429,客车,1.0,1645858863.0
门架5,正常,车005430,客车,1.0,1645916271.0
门架6,正常,车005430,客车,1.0,1645916429.0
门架7,正常,车005430,客车,1.0,1645916665.0
门架8,正常,车005430,客车,1.0,1645917450.0
门架9,正常,车005430,客车,1.0,1645917871.0
门架10,正常,车005430,客车,1.0,1645917981.0
门架7,正常,车005431,客车,1.0,1645660315.0
门架8,正常,车005431,客车,1.0,1645660920.0
门架9,正常,车005431,客车,1.0,1645661665.0
门架10,正常,车005431,客车,1.0,1645661760.0
门架11,正常,车005431,客车,1.0,1645661960.0
门架12,正常,车005431,客车,1.0,1645662395.0
门架13,正常,车005431,客车,1.0,1645662491.0
门架14,正常,车005431,客车,1.0,1645662766.0
门架15,正常,车005431,客车,1.0,1645663541.0
门架13,正常,车005432,客车,1.0,1645774173.0
门架14,正常,车005432,客车,1.0,1645774548.0
门架15,正常,车005432,客车,1.0,1645775308.0
门架13,正常,车005432,客车,2.0,1645940706.0
门架14,正常,车005432,客车,2.0,1645940981.0
门架15,正常,车005432,客车,2.0,1645941836.0
门架6,正常,车005433,货车,1.0,1645504980.0
门架7,正常,车005433,货车,1.0,1645505231.0
门架8,正常,车005433,货车,1.0,1645506158.0
门架9,正常,车005433,货车,1.0,1645506571.0
门架10,正常,车005433,货车,1.0,1645506690.0
门架11,正常,车005433,货车,1.0,1645506953.0
门架12,正常,车005433,货车,1.0,1645507561.0
门架13,正常,车005433,货车,1.0,1645507593.0
门架14,正常,车005433,货车,1.0,1645508324.0
门架15,正常,车005433,货车,1.0,1645509327.0
门架1,正常,车005434,客车,1.0,1645799177.0
门架2,正常,车005434,客车,1.0,1645801284.0
门架3,正常,车005434,客车,1.0,1645801287.0
门架10,正常,车005435,客车,1.0,1645493875.0
门架11,正常,车005435,客车,1.0,1645494161.0
门架12,正常,车005435,客车,1.0,1645494730.0
门架13,正常,车005435,客车,1.0,1645494891.0
门架14,正常,车005435,客车,1.0,1645495488.0
门架5,正常,车005436,客车,1.0,1645834254.0
门架6,正常,车005436,客车,1.0,1645834471.0
门架7,正常,车005436,客车,1.0,1645834700.0
门架8,正常,车005436,客车,1.0,1645835415.0
门架9,正常,车005436,客车,1.0,1645835756.0
门架10,正常,车005436,客车,1.0,1645835835.0
门架4,正常,车005437,客车,1.0,1645517273.0
门架5,正常,车005437,客车,1.0,1645517525.0
门架6,正常,车005437,客车,1.0,1645517651.0
门架7,正常,车005437,客车,1.0,1645517846.0
门架8,正常,车005437,客车,1.0,1645518496.0
门架9,正常,车005437,客车,1.0,1645518816.0
门架10,正常,车005437,客车,1.0,1645518898.0
门架11,正常,车005437,客车,1.0,1645519072.0
门架12,正常,车005437,客车,1.0,1645519436.0
门架13,正常,车005437,客车,1.0,1645519496.0
门架14,正常,车005437,客车,1.0,1645519905.0
门架15,正常,车005437,客车,1.0,1645520618.0
门架2,正常,车005438,客车,1.0,1645703361.0
门架3,正常,车005438,客车,1.0,1645703430.0
门架4,正常,车005439,客车,1.0,1645840939.0
门架5,正常,车005439,客车,1.0,1645841236.0
门架6,正常,车005439,客车,1.0,1645841370.0
门架7,正常,车005439,客车,1.0,1645841568.0
门架8,正常,车005439,客车,1.0,1645842211.0
